scheme_code,scheme_name,aum_cr
148926,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,1102.82
149242,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FOF,95.37
152632,Axis Nifty Bank Index Fund,64.35
151787,Axis Nifty IT Index Fund,48.41
149938,Axis Nifty Midcap 50 Index Fund,86.18
149467,Axis Nifty Next 50 Index Fund,70.26
150853,Axis Nifty SDL September 2026 Debt Index Fund,14.43
149896,Axis Nifty Smallcap 50 Index Fund,98.77
153245,Axis Nifty500 Momentum 50 Index Fund,40.04
153830,Axis Nifty500 Quality 50 Index Fund,11.09
153414,Axis Nifty500 Value 50 ETF,11.72
152950,Axis Nifty500 Value 50 Index Fund,42.95
146682,Axis Overnight Fund,2293.03
148992,Axis Quant Fund,771.22
147823,Axis Retirement Fund - Aggressive Plan,725.32
147825,Axis Retirement Fund - Aggressive Plan - Direct Growth,52.11
147832,Axis Retirement Fund - Conservative Plan,50.2
147830,Axis Retirement Fund - Conservative Plan - Direct Growth,5.96
147828,Axis Retirement Fund - Dynamic Plan,295.07
147826,Axis Retirement Fund - Dynamic Plan - Direct Growth,23.51
153621,Axis Services Opportunities Fund,1482.39
112354,Axis Short Duration Fund,2092.68
112721,Axis Short Duration Fund - Retail Plan,1.22
112723,Axis Short Duration Fund - Retail Plan - Monthly IDCW,0.16
112722,Axis Short Duration Fund - Retail Plan - Weekly IDCW,0.04
150610,Axis Silver ETF,402.11
150618,Axis Silver Fund of Fund,130.66
125350,Axis Small Cap Fund,11409.81
116894,Axis Strategic Bond Fund,1007.68
112215,Axis Treasury Advantage Fund,1707.6
112717,Axis Treasury Advantage Fund - Retail Plan,1.46
112720,Axis Treasury Advantage Fund - Retail Plan - Daily IDCW,0.41
112719,Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW,0.03
152239,Axis US Specific Treasury Dynamic Debt Passive FOF,13.29
144758,Axis Ultra Short Duration Fund,2333.76
149167,Axis Value Fund,796.04
153072,BAJAJ FINSERV CONSUMPTION FUND,575.21
153075,BAJAJ FINSERV CONSUMPTION FUND - DIRECT,42.46
153202,BAJAJ FINSERV ELSS TAX SAVER FUND,53.31
153201,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT,9.35
153769,BAJAJ FINSERV EQUITY SAVINGS FUND,12.14
153770,BAJAJ FINSERV EQUITY SAVINGS FUND -  DIRECT,0.01
153758,BAJAJ FINSERV EQUITY SAVINGS FUND - DIRECT,0.79
153155,BAJAJ FINSERV HEALTHCARE FUND,290.97
153157,BAJAJ FINSERV HEALTHCARE FUND - DIRECT,45.03
152780,BAJAJ FINSERV LARGE CAP FUND,1241.42
153307,BAJAJ FINSERV MULTI CAP FUND,845.13
153309,BAJAJ FINSERV MULTI CAP FUND - DIRECT,25.05
153609,BAJAJ FINSERV SMALL CAP FUND,966.43
153612,BAJAJ FINSERV SMALL CAP FUND - DIRECT,74.02
133680,BANDHAN Arbitrage Fund,3132.35
139840,BANDHAN BSE Sensex ETF,1.24
131357,BANDHAN Balanced Advantage Fund,2039.38
150869,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND,48.02
150868,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,54.5
150888,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,96.82
150873,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND,161.98
150871,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,382.07
150872,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW,0.02
150890,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND,55.28
150889,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW,0.06
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND,160.58
151409,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND,168.94
151408,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,285.84
151411,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW,1.03
148790,BANDHAN CRISIL IBX Gilt April 2028 Index Fund,1307.34
148786,BANDHAN CRISIL IBX Gilt June 2027 Index Fund,2343.64
112353,BANDHAN Conservative Hybrid Fund,91.24
139204,BANDHAN Corporate Bond Fund,2601.8
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,0.07
135916,BANDHAN Corporate Bond Fund - Direct Growth,13290.74
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,0.01
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,0.6
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,0.09
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,0.21
140609,BANDHAN Credit Risk Fund,230.43
140608,BANDHAN Credit Risk Fund -,0.37
108675,BANDHAN Dynamic Bond Fund,1888.36
111569,BANDHAN ELSS Tax Saver Fund,5097.06
108995,BANDHAN Equity Savings Fund,243.18
151818,BANDHAN FINANCIAL SERVICES FUND,1011.29
148705,BANDHAN FLOATER FUND,173.84
148718,BANDHAN FLOATER FUND  -,0.08
146702,BANDHAN Fixed Term Plan Series 179,0.43
108594,BANDHAN Flexi Cap Fund,6714.28
114476,BANDHAN Infrastructure Fund,1314.59
108692,BANDHAN LIQUID Fund,1649.39
139582,BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years,13.07
139583,BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years,7.0
139584,BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years,2.9
139585,BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years,6.52
108799,BANDHAN Large Cap Fund,1608.09
108633,BANDHAN Low Duration Fund,1523.53
150402,BANDHAN MIDCAP FUND,1742.77
149305,BANDHAN MULTI CAP FUND,2644.34
108650,BANDHAN Money Market Fund,1422.0
149833,BANDHAN NIFTY 100 INDEX FUND,97.16
150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND,235.67
150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND,93.84
139839,BANDHAN Nifty 50 ETF,23.24
112877,BANDHAN Nifty 50 Index Fund,374.53
152266,BANDHAN Nifty Smallcap 250 Index Fund,19.97
146188,BANDHAN Overnight Fund,266.77
147944,BANDHAN SMALL CAP FUND,8460.7
150717,BANDHAN TRANSPORTATION AND LOGISTICS FUND,570.21
144171,BANDHAN ULTRA SHORT DURATION FUND,1041.13
144172,BANDHAN ULTRA SHORT DURATION FUND -,4.31
143617,BANK OF INDIA Arbitrage Fund,0.16
143620,BANK OF INDIA Arbitrage Fund Regular Growth,36.92
127851,BANK OF INDIA BALANCED ADVANTAGE FUND,127.89
111714,BANK OF INDIA Conservative Hybrid Fund,57.37
111715,BANK OF INDIA Conservative Hybrid Fund-ECO Plan,0.03
133867,BANK OF INDIA Credit Risk Fund,76.74
111710,BANK OF INDIA ELSS Tax Saver,856.24
111709,BANK OF INDIA ELSS Tax Saver -ECO Plan,2.04
148405,BANK OF INDIA Flexi Cap Fund,1639.31
110603,BANK OF INDIA Large & Mid Cap Fund,364.69
119349,BANK OF INDIA Large & Mid Cap Fund Direct  Plan- Quarterly IDCW,0.24
110599,BANK OF INDIA Large & Mid Cap Fund Eco Plan,4.92
110604,BANK OF INDIA Large & Mid Cap Fund Eco Plan-Quarterly IDCW,0.18
148982,BANK OF INDIA Large Cap Fund,180.43
111971,BANK OF INDIA Liquid Fund,488.31
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND,1066.23
112359,BANK OF INDIA Manufacturing & Infrastructure Fund,494.54
112360,BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW,1.79
141952,BANK OF INDIA Mid Cap Tax Fund Series 1,48.05
144314,BANK OF INDIA Midcap Tax Fund Series 2,30.48
147936,BANK OF INDIA Overnight Fund,27.19
149412,BANK OF INDIA Overnight Fund Unclaimed,0.6
149415,BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years,0.08
149413,BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years,0.58
111585,BANK OF INDIA Short Term Income Fund,112.34
145677,BANK OF INDIA Small Cap Fund,1112.2
111970,BANK OF INDIA Ultra Short Duration Fund,113.38
150254,BARODA BNP PARIBAS ARBITRAGE FUND,430.33
150233,BARODA BNP PARIBAS CORPORATE BOND FUND,15.04
150203,BARODA BNP PARIBAS Conservative Hybrid Fund,802.97
150204,BARODA BNP PARIBAS Conservative hybrid Fund,1.5
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan,2.97
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual,0.05
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly,0.04
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly,0.19
150156,BARODA BNP PARIBAS ELSS Tax Saver Fund,868.74
150262,BARODA BNP PARIBAS Focused Fund,678.21
150268,BARODA BNP PARIBAS India Consumption Fund,1405.48
150186,BARODA BNP PARIBAS LARGE CAP Fund,2263.05
150164,BARODA BNP PARIBAS LOW DURATION FUND,214.01
150160,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan,0.24
150163,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily,0.56
150162,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly,0.33
150161,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly,0.08
150209,BARODA BNP PARIBAS Mid Cap Fund,2026.18
141957,BHARAT 22 ETF,16075.44
149398,BHARAT Bond ETF - April 2032,10698.4
150987,BHARAT Bond ETF - April 2033,6310.17
149400,BHARAT Bond ETF FOF - April 2032,1439.78
149401,BHARAT Bond ETF FOF - April 2032 Direct Growth,3028.77
150991,BHARAT Bond ETF FOF - April 2033,933.95
148445,BHARAT Bond ETF- April 2031,13264.26
147856,BHARAT Bond FOF - April 2030,7.98
148451,BHARAT Bond FOF - April 2031,0.59
148452,BHARAT Bond FOF- April 2031,1240.89
152078,Bajaj Finserv Arbitrage Fund,278.8
152196,Bajaj Finserv Balanced Advantage Fund,1204.28
152165,Bajaj Finserv Banking and PSU Fund,73.4
151898,Bajaj Finserv Flexi Cap Fund,4561.51
153211,Bajaj Finserv Gilt Fund,18.9
153206,Bajaj Finserv Gilt Fund - Direct,12.64
152406,Bajaj Finserv Large and Mid Cap Fund,2035.5
151839,Bajaj Finserv Liquid Fund,343.44
151893,Bajaj Finserv Money Market Fund,438.75
152642,Bajaj Finserv Multi Asset Allocation Fund,1146.35
152639,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,54.83
152641,Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW,0.34
152638,Bajaj Finserv Nifty 1D Rate Liquid ETF,907.01
152356,Bajaj Finserv Nifty 50 ETF,197.92
153508,Bajaj Finserv Nifty 50 Index Fund,4.26
153506,Bajaj Finserv Nifty 50 Index Fund - Direct,3.94
152357,Bajaj Finserv Nifty Bank ETF,343.95
153480,Bajaj Finserv Nifty Next 50 Index Fund,4.94
153479,Bajaj Finserv Nifty Next 50 Index Fund - Direct,5.2
151852,Bajaj Finserv Overnight Fund,56.87
153438,Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years Redemption Plan,0.03
140381,Bandhan Aggressive Hybrid Fund,1073.81
112332,Bandhan Aggressive Hybrid Passive FOF,15.98
152843,Bandhan BSE Healthcare Index Fund,8.34
153839,Bandhan BSE India Sector Leaders Index Fund,1.87
121933,Bandhan Banking and PSU Fund,4362.62
121936,Bandhan Banking and PSU Fund - Direct Annual IDCW,0.05
127471,Bandhan Banking and PSU Fund - Direct Daily IDCW,0.04
121934,Bandhan Banking and PSU Fund - Direct Fortnightly IDCW,0.44
121279,Bandhan Banking and PSU Fund - Direct Growth,8965.9
121281,Bandhan Banking and PSU Fund - Direct IDCW,0.15
121935,Bandhan Banking and PSU Fund - Direct Monthly IDCW,2.94
121938,Bandhan Banking and PSU Fund - Direct Quarterly IDCW,0.71
152877,Bandhan Business Cycle Fund,1552.4
153391,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund,2.54
153408,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,63.26
112327,Bandhan Conservative Hybrid Passive FOF,4.71
108592,Bandhan Focused Fund,1680.4
108558,Bandhan Gilt Fund,1016.53
108753,Bandhan Gilt Fund with 10 year constant duration Fund,120.72
108547,Bandhan Income Plus Arbitrage Active FOF,408.82
152606,Bandhan Innovation Fund,1617.34
108596,Bandhan Large & Mid Cap Fund,8494.9
152518,Bandhan Long Duration Fund,85.59
108730,Bandhan Medium Duration Fund,1136.04
108766,Bandhan Medium to Long Duration Fund,431.85
131389,Bandhan Money Market Fund,2.84
152326,Bandhan Multi Asset Allocation Fund,2045.57
112329,Bandhan Multi-Asset Passive FOF,15.93
153721,Bandhan Multi-Factor Fund,337.46
153113,Bandhan Nifty 200 Quality 30 Index Fund,7.04
153002,Bandhan Nifty 500 Momentum 50 Index Fund,11.65
152991,Bandhan Nifty 500 Value 50 Index Fund,8.63
152179,Bandhan Nifty Alpha 50 Index Fund,183.09
153212,Bandhan Nifty Alpha Low Volatility 30 Index Fund,6.5
152792,Bandhan Nifty Bank Index Fund,11.77
152043,Bandhan Nifty IT Index Fund,10.52
152856,Bandhan Nifty Midcap 150 Index Fund,10.17
153349,Bandhan Nifty Next 50 Index Fund,14.4
152717,Bandhan Nifty Total Market Index Fund,25.11
152103,Bandhan Retirement Fund,170.32
143368,Bandhan Short Duration Fund,3563.93
151546,Bandhan US Treasury Bond 0-1 year specific Debt Passive FOF,17.3
149100,Bandhan US specific Equity Active FOF,245.04
108909,Bandhan Value Fund,8890.09
152791,Bank of India Business Cycle Fund,499.76
153140,Bank of India Consumption Fund,364.1
153139,Bank of India Consumption Fund - Direct,21.17
153726,Bank of India Mid Cap Fund,257.01
153298,Bank of India Money Market Fund,83.64
153294,Bank of India Money Market Fund - Direct,71.8
153295,Bank of India Money Market Fund - Direct - Monthly IDCW,0.04
152398,Bank of India Multi Asset Allocation Fund,333.88
151445,Bank of India Multi Cap Fund,867.91
150261,Baroda BNP Paribas Aggressive Hybrid Fund,31.67
150258,Baroda BNP Paribas Aggressive Hybrid Fund- REGULAT PLAN,1094.84
150286,Baroda BNP Paribas Aqua Fund of Fund,25.73
145387,Baroda BNP Paribas Balanced Advantage Fund,4088.36
117549,Baroda BNP Paribas Banking and Financial Services Fund,288.61
119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct,10.36
148625,Baroda BNP Paribas Banking and PSU Bond Fund,15.82
153847,Baroda BNP Paribas Business Conglomerates Fund Direct,2.04
153844,Baroda BNP Paribas Business Conglomerates Fund Regular,70.02
153846,Baroda BNP Paribas Business Conglomerates Fund Regular IDCW Payout Option,0.13
149140,Baroda BNP Paribas Business Cycle Fund,560.49
153170,Baroda BNP Paribas Children's Fund,93.58
133486,Baroda BNP Paribas Credit Risk Fund,150.17
133488,Baroda BNP Paribas Credit Risk Fund -Direct,41.28
133520,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,0.32
133524,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,0.15
152807,Baroda BNP Paribas Dividend Yield Fund,922.02
150174,Baroda BNP Paribas Dynamic Bond Fund,162.2
150172,Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan,0.1
153226,Baroda BNP Paribas Energy Opportunities Fund,721.15
147494,Baroda BNP Paribas Equity Savings Fund,232.69
150385,Baroda BNP Paribas Flexi Cap Fund,1192.33
101187,Baroda BNP Paribas GILT FUND,367.23
152231,Baroda BNP Paribas Gold ETF,154.21
153795,Baroda BNP Paribas Gold ETF Fund of Funds Direct Growth,2.26
153794,Baroda BNP Paribas Gold ETF Fund of Funds Regular Growth,26.57
153604,Baroda BNP Paribas Health and Wellness Fund Direct Growth,11.98
153605,Baroda BNP Paribas Health and Wellness Fund Direct IDCWPayout,0.05
153602,Baroda BNP Paribas Health and Wellness Fund Regular Growth,636.71
153607,Baroda BNP Paribas Health and Wellness Fund Regular IDCWPayout,0.99
153536,Baroda BNP Paribas Income Plus Arbitrage Active FOF Direct Growth,92.07
153540,Baroda BNP Paribas Income Plus Arbitrage Active FOF Direct IDCW Payout,0.02
153541,Baroda BNP Paribas Income Plus Arbitrage Active FOF Regular Growth,8.17
153538,Baroda BNP Paribas Income Plus Arbitrage Active FOF Regular IDCW Payout,0.09
152472,Baroda BNP Paribas Innovation Fund,938.22
111707,Baroda BNP Paribas LIQUID FUND,840.76
101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan,0.28
101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan,0.02
148471,Baroda BNP Paribas Large and Mid Cap Fund,1542.02
102020,Baroda BNP Paribas MULTI CAP FUND,2721.07
152696,Baroda BNP Paribas Manufacturing Fund,1164.49
147376,Baroda BNP Paribas Money Market Fund,154.88
153552,Baroda BNP Paribas Multi Asset Active FOF Direct Growth,2.87
153550,Baroda BNP Paribas Multi Asset Active FOF Direct IDCW Payout,0.03
153548,Baroda BNP Paribas Multi Asset Active FOF Regular Growth,120.05
153549,Baroda BNP Paribas Multi Asset Active FOF Regular ICDW Payout,0.35
150863,Baroda BNP Paribas Multi Asset Fund,1174.24
151576,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund,21.98
152331,Baroda BNP Paribas Nifty 50 Index Fund,40.26
152683,Baroda BNP Paribas Nifty Bank ETF,3.3
153001,Baroda BNP Paribas Nifty Midcap 150 Index Fund,6.25
151279,Baroda BNP Paribas Nifty SDL December 2026 Index Fund,100.03
152930,Baroda BNP Paribas Nifty200 Momentum 30 Index Fund,16.43
147194,Baroda BNP Paribas Overnight Fund,334.93
152625,Baroda BNP Paribas Retirement Fund,375.3
113036,Baroda BNP Paribas Short Duration Fund,152.07
152130,Baroda BNP Paribas Small Cap Fund,1219.54
143510,Baroda BNP Paribas Ultra Short Duratio Fund,0.01
143507,Baroda BNP Paribas Ultra Short Duration Fund,335.47
151747,Baroda BNP Paribas Value Fund,1241.33
147849,Bharat Bond ETF - April 2030,25298.13
147854,Bharat Bond FOF - April 2030,3120.87
100601,CANARA ROBECO CONSERVATIVE HYBRID FUND,654.68
112152,CANARA ROBECO CONSUMER TRENDS FUND,1684.95
126687,CANARA ROBECO CORPORATE BOND FUND,100.08
111962,CANARA ROBECO DYNAMIC BOND FUND,96.72
111722,CANARA ROBECO ELSS TAX SAVER,6406.22
106166,CANARA ROBECO EQUITY HYBRID FUND,10098.57
101922,CANARA ROBECO FLEXICAP FUND,11688.94
100597,CANARA ROBECO GILT FUND,79.81
101588,CANARA ROBECO INCOME FUND,98.0
103390,CANARA ROBECO INFRASTRUCTURE FUND,715.15
102920,CANARA ROBECO LARGE AND MID CAP FUND,19973.06
113221,CANARA ROBECO LARGE CAP FUND,9706.86
109349,CANARA ROBECO LIQUID FUND,1242.11
147533,CANARA ROBECO OVERNIGHT FUND,209.58
104559,CANARA ROBECO SAVINGS FUND,417.96
115077,CANARA ROBECO SHORT DURATION FUND,271.32
146127,CANARA ROBECO SMALL CAP FUND,8561.82
109372,CANARA ROBECO ULTRA SHORT TERM FUND,507.82
153738,CAPITALMIND FLEXI CAP FUND DIRECT GROWTH,58.93
153739,CAPITALMIND FLEXI CAP FUND REGULAR GROWTH,10.26
140107,CPSE ETF,33436.41
152690,Canara Robeco Balanced Advantage Fund,1138.7
150503,Canara Robeco Banking and PSU Debt Fund,148.93
148884,Canara Robeco Focused Fund,2519.53
152447,Canara Robeco Manufacturing Fund,1244.11
150816,Canara Robeco Mid Cap Fund,2898.61
153466,Canara Robeco Multi Asset Allocation Fund,918.21
151821,Canara Robeco Multi Cap Fund,4176.38
149088,Canara Robeco Value Fund,1186.15
131297,DSP 10Y G-Sec Fund,28.85
100081,DSP Aggressive Hybrid Fund,10515.49
142282,DSP Arbitrage Fund,1648.68
142283,DSP Arbitrage Fund - Direct,4424.92
152555,DSP BSE Liquid Rate ETF,2246.65
153228,DSP BSE SENSEX Next 30 ETF,29.67
153216,DSP BSE SENSEX Next 30 Index Fund,5.0
153219,DSP BSE SENSEX Next 30 Index Fund - Direct,6.54
151886,DSP BSE Sensex ETF,8.59
152208,DSP Banking & Financial Services Fund,1119.11
152206,DSP Banking & Financial Services Fund - Direct,248.08
124172,DSP Banking & PSU Debt Fund,677.44
100078,DSP Bond Fund,228.96
153122,DSP Business Cycle Fund,1041.15
153121,DSP Business Cycle Fund - Direct,104.56
151327,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund,124.2
151329,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct,262.82
144644,DSP Corporate Bond Fund,971.15
144646,DSP Corporate Bond Fund - Direct,1760.68
101839,DSP Credit Risk Fund,141.4
126394,DSP Dynamic Asset Allocation Fund,2785.55
104772,DSP ELSS Tax Saver Fund,12400.93
136563,DSP Equity Savings Fund,1815.88
149189,DSP FMP Series - 264 - 60M - 17D,34.31
149190,DSP FMP Series - 264 - 60M - 17D - Direct,17.71
150843,DSP FMP Series - 267 - 1246 Days,163.36
150842,DSP FMP Series - 267 - 1246 Days - Direct,533.28
150884,DSP FMP Series - 268 - 1281 Days,38.81
150885,DSP FMP Series - 268 - 1281 Days - Direct,89.7
151447,DSP FMP Series - 270 - 1144 Days,39.18
151449,DSP FMP Series - 270 - 1144 Days - Direct,149.98
105875,DSP Flexi Cap Fund,10071.39
148768,DSP Floater Fund,165.09
112901,DSP Focused Fund,2050.76
100084,DSP Gilt Fund,336.21
112126,DSP Global Clean Energy Overseas Equity Omni FoF,33.29
149817,DSP Global Innovation Overseas Equity Omni FoF,813.65
149816,DSP Global Innovation Overseas Equity Omni FoF - Direct,270.62
151737,DSP Gold ETF,883.11
152182,DSP Gold ETF Fund of Fund,62.21
152183,DSP Gold ETF Fund of Fund - Direct,70.22
145456,DSP Healthcare Fund,2129.93
130492,DSP Income Plus Arbitrage Omni FoF,233.02
102434,DSP India T.I.G.E.R. Fund,4597.58
103819,DSP Large & Mid Cap Fund,13090.21
101635,DSP Large Cap Fund,4857.14
103347,DSP Liquidity Fund,3349.28
133926,DSP Low Duration Fund,1427.63
104481,DSP Midcap Fund,15965.93
152053,DSP Multi Asset Allocation Fund,3016.25
152056,DSP Multi Asset Allocation Fund - Direct,806.81
152307,DSP Multicap Fund,2343.81
152310,DSP Multicap Fund - Direct,127.86
142589,DSP NIFTY 1D Rate Liquid ETF,495.79
108202,DSP Natural Resources And New Energy Fund,736.8
149392,DSP Nifty 50 ETF,154.81
149286,DSP Nifty 50 Equal Weight ETF,596.68
141875,DSP Nifty 50 Equal Weight Index Fund,847.55
146379,DSP Nifty 50 Index Fund,204.7
151262,DSP Nifty Bank ETF,660.34
152653,DSP Nifty Bank Index Fund,18.03
152654,DSP Nifty Bank Index Fund - Direct,34.05
152306,DSP Nifty Healthcare ETF,10.63
153592,DSP Nifty Healthcare Index Fund,5.54
153593,DSP Nifty Healthcare Index Fund - Direct,5.97
151820,DSP Nifty IT ETF,39.64
153588,DSP Nifty IT Index Fund,3.82
153590,DSP Nifty IT Index Fund - Direct,5.77
149403,DSP Nifty Midcap 150 Quality 50 ETF,103.94
150427,DSP Nifty Midcap 150 Quality 50 Index Fund,113.09
150428,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct,354.41
146380,DSP Nifty Next 50 Index Fund,286.2
151888,DSP Nifty PSU Bank ETF,103.22
151887,DSP Nifty Private Bank ETF,414.52
153347,DSP Nifty Private Bank Index Fund,8.35
153348,DSP Nifty Private Bank Index Fund - Direct,18.13
149968,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,484.64
149970,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct,1609.08
151370,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,36.76
151373,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct,49.83
152245,DSP Nifty Smallcap250 Quality 50 Index Fund,71.82
152243,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct,208.66
152812,DSP Nifty Top 10 Equal Weight ETF,726.03
152813,DSP Nifty Top 10 Equal Weight Index Fund,568.78
152814,DSP Nifty Top 10 Equal Weight Index Fund - Direct,986.59
153802,DSP Nifty500 Flexicap Quality 30 Index Fund,13.44
153801,DSP Nifty500 Flexicap Quality 30 Index Fund - Direct,5.59
146061,DSP Overnight Fund,418.42
147303,DSP Quant Fund,486.63
102450,DSP Regular Savings Fund,153.52
100087,DSP Savings Fund,1050.99
101306,DSP Short Term Fund,609.67
150523,DSP Silver ETF,980.45
153486,DSP Silver ETF Fund of Fund,152.5
153487,DSP Silver ETF Fund of Fund - Direct,43.26
105989,DSP Small Cap Fund,12738.85
105669,DSP Strategic Bond Fund,635.7
152527,DSP US Specific Debt Passive FoF,2.7
152528,DSP US Specific Debt Passive FoF - Direct,59.77
117691,DSP US Specific Equity Omni FoF,513.63
104138,DSP Ultra Short Fund,2008.9
148594,DSP Value Fund,731.96
106597,DSP World Gold Mining Overseas Equity Omni FoF,631.95
112293,DSP World Mining Overseas Equity Omni FoF,75.03
140255,Edelweiss ASEAN Equity Off-shore Fund,32.35
112108,Edelweiss Aggressive Hybrid Fund,2700.16
112013,Edelweiss Aggressive Hybrid Fund  - Plan B,0.04
112012,Edelweiss Aggressive Hybrid Fund- Plan B,0.07
130207,Edelweiss Arbitrage Fund,4314.55
141605,Edelweiss Arbitrage Fund - Monthly,10.55
153180,Edelweiss BSE Capital Markets & Insurance  ETF,18.44
153495,Edelweiss BSE Internet Economy Index Fund,22.0
112117,Edelweiss Balanced Advantage Fund,10551.72
140283,Edelweiss Banking and PSU Debt Fund,143.27
152724,Edelweiss Business Cycle Fund,1734.85
150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund,337.74
150771,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund,34.23
150848,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund,52.73
151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund,9.65
153334,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund,0.71
153130,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund,2.75
153115,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct,108.08
149947,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,104.0
153255,Edelweiss Consumption Fund,392.13
153214,Edelweiss Consumption Fund - Direct,22.44
111638,Edelweiss ELSS Tax Saver Fund,396.0
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund,58.04
140351,Edelweiss Equity Savings Fund,548.12
140295,Edelweiss Europe Dynamic Equity Offshore Fund,48.82
140356,Edelweiss Flexi Cap Fund,2463.82
150382,Edelweiss Focused Fund,939.47
152193,Edelweiss Gold ETF,292.58
150579,Edelweiss Gold and Silver ETF FOF,352.33
140310,Edelweiss Government Securities Fund,95.36
140242,Edelweiss Greater China Equity Off-shore Fund,831.66
153714,Edelweiss Income Plus Arbitrage Active Fund of Fund,0.09
153713,Edelweiss Income Plus Arbitrage Active Fund of Funds,45.21
153715,Edelweiss Income Plus Arbitrage Active Fund of Funds - Direct,0.01
